Latitude,Longitude,MedInc,cluster
33.75,-117.98,3.3438,5
37.58,-122.37,4.4,4
33.74,-117.11,2.1182,5
34.96,-120.44,2.6531,0
35.2,-118.66,4.0581,1
37.29,-121.94,3.75,3
34.06,-118.37,4.5192,1
37.28,-121.84,3.925,3
33.99,-118.28,1.7849,5
33.85,-117.97,5.1057,1
34.1,-118.09,2.7436,5
33.78,-117.97,3.9479,5
40.42,-120.65,2.1875,3
34.26,-118.42,3.4519,5
33.31,-117.22,6.2475,1
40.58,-122.36,1.9181,3
34.0,-118.29,1.4639,5
33.74,-118.0,6.394,1
33.87,-117.58,5.0464,1
33.9,-118.42,5.308,1
37.28,-121.98,5.7812,4
38.39,-122.33,6.3427,4
36.98,-121.95,3.1546,3
34.1,-118.21,5.2723,1
34.7,-118.14,2.0182,5
33.93,-118.11,3.8427,5
37.89,-122.27,8.8342,4
33.51,-117.68,6.2661,1
34.66,-120.47,4.9237,1
37.58,-122.35,4.0855,3
34.14,-118.23,2.3958,5
37.85,-122.14,7.3267,4
37.89,-122.09,6.8686,4
33.84,-118.14,4.575,1
37.61,-119.64,2.6838,0
37.78,-122.47,3.7292,3
34.14,-117.96,3.9464,5
37.79,-122.25,2.6458,3
34.01,-118.26,1.4653,5
35.38,-118.99,1.3451,0
36.35,-119.62,2.6145,0
32.95,-117.26,6.9794,1
34.51,-117.23,5.5875,1
34.13,-117.2,3.4138,5
39.13,-121.57,1.5694,3
38.53,-121.5,3.5231,3
32.76,-117.01,4.0549,5
34.03,-118.44,4.2434,1
33.76,-118.34,15.0001,2
37.9,-121.31,2.9,3
38.03,-121.36,3.5684,3
37.99,-122.11,4.3875,4
33.93,-118.3,1.3962,5
38.48,-121.47,2.6382,3
37.99,-121.81,4.8194,4
37.68,-122.14,3.6364,3
34.09,-117.61,4.6167,1
37.34,-121.98,4.5368,4
39.23,-121.83,2.4464,3
35.0,-120.58,1.4726,0
37.53,-121.96,4.2955,4
32.78,-117.23,4.6293,1
32.71,-117.06,3.8194,5
33.48,-117.69,6.1815,1
33.96,-118.19,2.0162,5
37.68,-122.15,4.3864,4
33.84,-117.85,6.6719,1
37.95,-122.0,6.8145,4
33.87,-118.32,5.6254,1
37.63,-122.07,2.4808,3
37.76,-122.41,2.8135,3
37.66,-122.09,3.4722,3
34.7,-120.48,4.3162,0
34.18,-118.54,3.0943,5
34.1,-117.74,3.5072,5
33.77,-116.94,2.4145,5
33.89,-118.37,5.6091,1
36.83,-119.88,4.2132,0
35.59,-119.35,3.176,0
33.85,-117.91,2.7014,5
40.27,-121.25,2.625,3
37.71,-122.09,5.2855,4
33.8,-118.02,5.875,1
33.91,-118.27,2.7269,5
38.56,-121.49,1.9013,3
36.62,-121.69,6.0332,4
34.23,-118.36,2.8333,5
35.5,-120.71,5.2508,4
37.95,-122.02,5.6642,4
34.2,-118.15,4.5,1
33.03,-117.27,3.9826,5
33.64,-117.69,6.9741,1
37.83,-122.24,8.1194,4
37.39,-122.1,3.5909,3
37.96,-122.06,3.9816,3
38.71,-121.25,4.3009,3
33.94,-118.0,3.75,5
34.05,-118.54,8.565,2
33.72,-117.88,3.9844,5
37.68,-121.91,5.817,4
34.99,-117.68,4.2292,1
33.75,-116.91,2.3169,5
34.04,-118.51,11.7045,2
34.02,-118.48,2.625,5
33.64,-117.8,8.8693,2
33.56,-117.81,10.9601,2
32.78,-117.17,2.3658,5
37.42,-120.77,2.3333,3
34.07,-117.66,2.8702,5
39.09,-122.53,1.3,3
33.92,-118.19,3.305,5
33.37,-117.24,4.5391,1
33.92,-117.93,4.2443,1
34.19,-118.32,3.0179,5
33.79,-118.19,1.7938,5
34.14,-118.25,1.8235,5
33.83,-117.29,2.4662,5
34.07,-118.01,2.2559,5
40.66,-122.25,3.6413,3
37.95,-122.05,2.85,3
39.44,-121.53,2.6071,3
37.3,-121.9,4.537,4
34.09,-118.34,2.2,5
38.66,-121.34,2.119,3
32.71,-117.09,1.5,5
37.64,-121.01,1.0217,3
37.64,-122.1,4.6635,4
38.04,-121.33,4.5179,4
34.07,-118.35,3.6111,5
38.54,-121.79,1.4653,3
34.08,-118.35,3.2645,5
33.7,-117.99,4.625,1
40.36,-120.71,3.5536,3
35.3,-118.99,2.9402,0
32.75,-117.15,2.6181,5
34.02,-118.18,2.15,5
34.04,-118.36,3.5161,5
34.68,-120.44,6.2685,1
36.86,-121.82,2.1719,3
38.96,-122.83,1.8692,3
38.4,-121.38,4.8831,4
34.45,-119.61,5.3963,1
34.28,-119.26,4.8977,1
32.8,-117.24,2.4671,5
37.63,-122.08,4.0326,3
33.21,-117.22,3.6375,5
34.19,-118.86,6.5474,1
37.62,-122.41,4.25,4
33.79,-116.95,1.8845,5
37.44,-121.91,5.0808,4
37.87,-122.08,2.4896,3
34.01,-118.31,2.5263,5
37.35,-122.07,9.8144,2
38.24,-122.07,3.5464,3
34.06,-117.99,2.564,5
34.06,-117.95,4.6312,1
34.03,-117.71,3.4267,5
33.92,-117.47,3.6583,5
33.89,-118.35,3.0833,5
37.97,-121.97,6.1168,4
34.03,-118.28,1.2989,5
37.91,-122.06,4.1612,4
32.99,-115.41,3.4038,5
37.39,-121.88,7.105,4
34.42,-118.47,3.0380000000000003,5
34.19,-118.14,3.7222,5
37.51,-122.48,4.7578,4
33.9,-118.42,5.5347,1
37.49,-120.86,2.4706,3
33.93,-118.3,3.7969,5
34.65,-120.46,2.0819,0
34.14,-117.65,8.4839,2
33.76,-117.98,4.32,1
32.69,-117.18,5.1249,1
37.96,-122.35,2.0724,3
34.38,-119.06,3.9464,5
37.31,-121.91,2.5804,3
34.03,-118.27,1.7546,5
34.02,-118.17,2.125,5
38.75,-121.24,5.4896,4
33.89,-118.18,2.6742,5
37.92,-122.29,6.516,4
37.62,-122.04,3.2857,3
37.58,-122.06,5.6758,4
37.73,-122.43,3.1786,3
38.61,-121.34,3.9063,3
33.94,-118.16,3.9352,5
32.74,-116.98,2.6944,5
32.65,-117.09,2.6296,5
37.85,-119.93,4.0833,0
37.38,-122.06,4.2719,4
32.76,-117.11,2.2604,5
33.98,-118.1,3.4083,5
38.56,-121.48,2.7316,3
39.08,-122.86,2.0417,3
36.95,-121.92,3.6597,3
36.84,-121.4,3.0912,3
39.49,-121.21,2.5568,3
37.59,-122.46,5.7653,4
36.92,-121.74,2.4461,3
32.8,-117.15,3.7292,5
38.03,-120.19,3.1076,3
33.73,-116.86,2.9330000000000003,5
36.98,-122.03,2.1553,3
34.25,-119.23,8.0,2
34.01,-118.45,6.3516,1
33.68,-117.79,7.2118,1
37.73,-122.43,3.6694,3
36.04,-119.4,1.8894,0
38.61,-122.86,3.4013,3
32.75,-117.22,2.6121,5
34.28,-118.52,7.8193,1
38.83,-121.18,2.9484,3
34.02,-118.43,8.1631,2
34.13,-118.12,11.706,2
33.98,-118.3,2.9432,5
36.98,-121.94,4.2006,4
40.77,-124.19,2.442,3
40.2,-122.21,2.6149,3
33.6,-117.58,11.0567,2
37.95,-121.3,2.2024,3
34.37,-119.06,3.6453,5
38.57,-121.76,3.1371,3
33.74,-117.86,2.5,5
33.97,-118.2,2.3917,5
34.4,-119.71,4.2283,1
34.07,-118.44,7.1674,1
34.08,-118.18,2.3281,5
33.94,-117.89,4.7216,1
34.12,-117.37,3.8398,5
33.97,-118.32,4.3919,1
37.37,-122.13,11.806,2
38.46,-122.88,2.5687,3
33.92,-117.96,3.2158,5
36.71,-119.81,1.5625,0
37.35,-120.62,1.4615,0
38.33,-122.67,3.9518,3
32.83,-117.17,5.3538,1
33.74,-118.17,3.7838,5
38.87,-121.19,6.0,4
34.06,-118.33,15.0001,2
34.1,-117.96,3.2957,5
33.74,-117.9,4.7679,1
37.79,-122.41,3.2059,3
37.39,-119.59,3.5446,0
37.84,-122.19,11.6017,2
38.55,-121.74,1.6435,3
34.06,-118.3,1.7896,5
38.33,-122.37,4.825,4
37.85,-122.27,2.7054,3
34.42,-119.73,5.4127,1
34.03,-118.31,0.8351,5
34.08,-117.93,3.9583,5
33.77,-117.87,8.0784,1
33.92,-117.8,4.6315,1
34.04,-117.04,2.5863,5
38.67,-121.77,2.2794,3
33.98,-117.99,6.9695,1
37.48,-122.12,3.8194,3
34.43,-119.7,2.6875,0
34.09,-118.37,3.2159,5
39.23,-123.18,2.125,3
33.83,-117.17,4.6,1
38.95,-121.1,2.1287,3
37.8,-119.07,3.5294,0
33.24,-117.33,2.9386,5
33.9,-118.2,2.12,5
37.66,-122.08,2.1382,3
34.13,-117.76,7.4837,1
33.73,-117.88,3.75,5
38.6,-122.47,5.3698,4
33.99,-118.3,1.1645,5
34.07,-118.12,2.025,5
33.9,-118.24,2.8269,5
34.11,-118.63,5.8735,1
33.32,-115.98,1.4688,5
38.74,-120.78,2.1603,3
37.58,-122.37,4.7404,4
37.45,-121.92,3.2617,3
37.58,-121.47,4.6625,4
34.09,-118.41,15.0001,2
34.14,-118.19,3.6058,5
33.77,-118.15,2.7212,5
38.67,-121.79,4.7222,4
32.83,-116.93,2.3203,5
37.69,-122.07,3.0964,3
37.85,-122.26,2.125,3
33.68,-117.83,4.1652,1
34.12,-118.02,6.5784,1
34.17,-118.3,5.0056,1
35.49,-119.38,2.2071,0
33.92,-118.13,2.4925,5
34.22,-118.64,8.4438,2
37.77,-122.18,2.0556,3
37.79,-122.44,6.4209,4
39.52,-121.56,1.7708,3
39.78,-122.16,2.325,3
33.93,-117.95,3.4702,5
36.8,-119.72,2.1653,0
37.63,-122.02,3.8958,3
34.04,-118.28,1.4167,5
34.22,-118.39,5.0818,1
34.18,-118.44,2.1977,5
37.46,-121.9,3.8421,3
39.79,-121.6,2.567,3
41.2,-122.27,1.5923,3
33.91,-118.3,2.6182,5
39.16,-121.58,3.3611,3
37.73,-122.15,2.1898,3
36.62,-119.31,1.4481,0
36.61,-121.82,3.8015,3
34.12,-118.08,4.2434,1
36.85,-119.77,5.9897,4
37.34,-122.04,3.16,3
33.94,-117.28,1.3125,5
33.68,-117.89,5.0853,1
33.79,-118.27,2.8462,5
40.58,-122.32,3.0,3
34.01,-118.46,4.2813,1
33.87,-118.11,4.6713,1
34.91,-120.44,5.299,1
37.81,-122.29,1.7719,3
33.88,-118.11,4.0911,1
34.16,-118.3,3.2321,5
39.49,-121.53,1.5313,3
33.97,-118.34,5.5,1
34.04,-117.7,3.5954,5
37.16,-121.9,5.2366,4
34.3,-118.9,5.5925,1
36.72,-119.82,2.6176,0
35.04,-120.47,2.9375,0
37.79,-122.45,5.5634,4
34.2,-116.38,2.0674,5
36.32,-119.27,4.0806,0
37.76,-122.5,3.8333,3
37.66,-120.99,2.9137,3
34.11,-117.65,3.6219,5
34.18,-118.38,2.5603,5
33.43,-117.62,3.3155,5
34.03,-117.73,3.0375,5
39.16,-121.57,2.6964,3
35.34,-119.03,2.7256,0
37.33,-122.0,5.6932,4
38.62,-121.46,1.9871,3
34.04,-118.12,4.5795,1
33.79,-118.01,5.7837,1
34.02,-117.34,2.275,5
33.94,-117.99,3.7045,5
37.53,-122.02,5.7072,4
33.84,-117.99,5.103,1
34.0,-118.35,6.939,1
32.75,-117.08,2.5101,5
34.12,-117.3,2.6,5
33.83,-118.2,7.2096,1
38.61,-121.49,3.4291,3
33.74,-117.88,3.0083,5
33.84,-116.51,4.0729,5
37.02,-121.58,3.2019,3
33.86,-118.34,5.4791,1
39.6,-121.54,2.1467,3
33.37,-117.26,2.2368,5
34.09,-118.33,1.4375,5
34.03,-117.95,3.3389,5
38.33,-121.96,4.976,4
34.09,-118.15,2.8062,5
36.43,-119.85,2.8913,0
34.11,-118.13,4.825,1
35.35,-118.98,1.7614,0
37.63,-122.42,3.43,3
33.63,-117.8,4.1944,1
33.85,-118.39,4.3594,1
37.7,-122.49,5.2811,4
37.8,-122.23,2.3929,3
34.15,-117.24,4.6111,1
33.67,-117.8,8.283999999999999,2
38.41,-122.0,4.945,4
34.05,-117.15,5.0227,1
37.11,-122.02,5.2417,4
33.87,-117.64,6.2308,1
37.96,-121.25,2.4866,3
35.69,-120.9,3.8158,0
34.05,-117.8,4.1118,1
38.45,-120.55,2.5208,3
33.15,-117.13,3.4833,5
34.18,-118.56,4.8264,1
34.16,-118.26,3.5417,5
33.91,-118.28,2.6546,5
33.03,-117.08,4.3424,1
38.05,-121.98,3.3661,3
34.14,-117.87,2.9375,5
34.01,-118.26,1.5089,5
34.15,-118.13,2.6038,5
36.81,-119.68,5.0253,4
32.82,-116.75,6.6361,1
38.61,-121.39,2.4632,3
33.63,-117.7,5.2325,1
37.77,-122.25,3.4531,3
36.71,-119.57,2.6458,0
33.77,-118.15,4.5,1
33.58,-117.69,7.5177,1
40.69,-124.27,2.5179,3
33.86,-117.99,2.9,5
34.16,-117.25,3.9018,5
36.81,-121.72,3.2969,3
38.03,-121.29,2.2672,3
37.77,-122.18,2.0786,3
34.11,-118.19,2.286,5
32.81,-117.02,5.4544,1
34.03,-118.21,2.2083,5
36.9,-121.29,5.8324,4
36.89,-121.66,5.5148,4
38.8,-121.72,1.9559,3
37.86,-122.28,3.8594,3
38.44,-122.68,3.4545,3
34.11,-118.25,3.4375,5
33.87,-117.89,3.0465,5
38.56,-121.71,4.2198,3
33.96,-118.31,3.7143,5
37.76,-122.42,2.0329,3
34.1,-117.58,3.5186,5
34.47,-119.7,7.7261,2
39.24,-121.21,4.3702,3
34.45,-119.84,6.3654,1
37.32,-121.8,4.8092,4
38.22,-122.28,7.5197,4
34.17,-117.31,3.0078,5
37.98,-121.23,5.0362,4
36.81,-119.7,2.7159,0
33.64,-117.94,2.6221,5
36.7,-119.79,1.3922,0
37.37,-122.09,5.2971,4
37.76,-122.24,4.6094,4
34.08,-117.46,3.6602,5
32.82,-117.11,2.6607,5
38.42,-122.55,4.2891,4
34.05,-118.2,2.4886,5
38.77,-120.93,5.5111,4
32.75,-116.91,4.7813,1
33.92,-118.21,1.9026,5
37.43,-122.43,4.8405,4
37.25,-121.99,10.7582,2
37.73,-122.43,5.0782,4
40.77,-124.14,2.9143,3
37.6,-122.39,4.652,4
37.3,-121.94,4.7275,4
34.04,-117.96,4.025,5
36.59,-121.9,4.6182,4
35.12,-120.57,2.8824,0
34.27,-119.17,6.0661,1
36.97,-120.08,3.8257,0
37.41,-122.12,5.3727,4
33.91,-118.1,4.2679,1
39.08,-122.8,1.4676,3
34.28,-118.7,3.7188,5
39.69,-121.56,3.13,3
36.2,-119.34,2.0333,0
33.91,-118.36,4.3333,1
32.59,-117.07,1.6007,5
34.13,-117.22,2.7011,5
33.9,-118.1,4.4167,1
33.9,-118.26,2.0096,5
38.57,-121.48,1.8512,3
38.53,-122.46,3.6641,3
37.81,-122.23,7.507999999999999,4
37.88,-122.52,3.8068,3
34.27,-119.17,4.0905,1
36.65,-119.74,2.9013,0
37.56,-121.99,4.3393,4
37.33,-121.79,5.6345,4
37.62,-120.97,2.9451,3
34.01,-118.29,1.6505,5
33.93,-118.05,3.6771,5
37.73,-122.43,5.0602,4
33.83,-118.03,4.625,1
39.8,-120.15,3.0625,3
34.09,-118.13,2.7816,5
34.17,-118.1,3.2813,5
33.75,-116.89,2.0154,5
34.03,-118.36,1.6452,5
32.72,-116.99,4.0391,5
34.01,-117.92,3.375,5
34.39,-117.31,3.7917,5
34.11,-117.65,5.3368,1
34.08,-118.06,3.4202,5
36.92,-121.75,3.6,3
40.79,-123.48,1.9107,3
33.92,-118.15,4.375,1
36.62,-119.65,1.6607,0
37.68,-122.49,5.0659,4
37.33,-121.9,2.5,3
34.43,-119.72,3.6719,0
33.93,-117.98,6.2924,1
33.72,-118.04,4.7821,1
33.98,-117.89,2.5125,5
37.74,-122.42,4.0391,3
34.22,-118.31,7.1262,1
34.06,-118.38,3.1475,5
36.84,-119.84,8.7716,2
33.96,-118.03,4.0536,1
37.96,-122.04,1.837,3
35.12,-120.59,2.1702,0
39.13,-123.21,4.0469,3
34.17,-118.16,3.5909,5
33.88,-118.3,3.2574,5
34.0,-118.43,3.3995,5
34.71,-118.09,2.4012,5
37.96,-121.27,2.5625,3
33.98,-117.48,3.3966,5
40.79,-124.18,1.4668,3
37.73,-122.14,3.0673,3
37.77,-122.5,5.0562,4
33.42,-117.61,4.0313,5
34.3,-118.47,3.6736,5
34.06,-118.39,5.3316,1
32.71,-117.05,3.2986,5
36.79,-118.91,3.7857,0
34.16,-118.46,3.8273,5
34.04,-118.32,2.8654,5
41.74,-124.16,2.1829,3
33.66,-118.0,3.2353,5
34.2,-118.19,7.419,1
32.76,-117.06,2.3015,5
38.52,-121.5,2.2574,3
40.43,-120.57,2.6902,3
37.76,-122.23,4.7188,4
33.89,-118.13,5.0395,1
34.18,-118.53,3.1887,5
37.28,-121.96,4.0174,3
35.87,-118.96,3.7794,0
33.49,-117.64,5.6197,1
38.54,-121.45,1.9485,3
33.87,-117.93,2.315,5
37.6,-120.86,4.5625,4
33.81,-117.98,5.152,1
33.89,-117.97,2.8649,5
33.01,-117.25,7.7317,1
37.56,-122.02,4.3594,4
37.7,-122.45,5.1788,4
36.19,-119.37,2.4922,0
33.77,-117.89,4.4732,1
34.11,-118.3,3.5806,5
38.47,-121.44,3.3608,3
37.76,-122.19,1.7056,3
34.7,-118.1,4.9806,1
37.56,-122.32,2.8571,3
38.79,-121.24,3.1875,3
38.67,-122.52,3.4539,3
33.94,-118.26,1.6887,5
33.07,-117.3,3.5585,5
33.78,-116.95,1.7303,5
38.85,-120.71,3.4688,3
34.44,-118.45,4.6861,1
37.26,-121.99,7.9234,4
34.56,-118.12,3.9936,5
34.06,-117.9,5.6406,1
33.88,-117.85,7.3658,1
33.95,-118.29,2.0917,5
34.96,-120.43,2.0673,0
34.16,-117.28,1.9832,5
38.61,-121.45,1.0685,3
34.09,-118.29,1.8056,5
38.34,-121.98,4.0536,3
34.15,-117.93,4.0393,1
37.78,-122.2,3.5398,3
32.76,-117.2,2.4,5
37.13,-122.07,4.9792,4
39.71,-121.81,2.0288,3
39.22,-120.94,4.0062,3
34.01,-118.08,2.7679,5
34.06,-118.31,1.9949,5
37.53,-122.29,3.0278,3
33.53,-117.7,5.9088,1
34.02,-118.13,2.5852,5
33.81,-118.08,3.3155,5
33.83,-117.96,6.1001,1
33.02,-117.05,6.3517,1
37.78,-122.27,2.6806,3
36.59,-119.44,1.516,0
32.97,-117.26,6.4651,1
34.07,-118.34,5.8632,1
35.36,-119.02,2.2827,0
32.79,-117.2,3.2312,5
36.81,-119.81,5.4513,4
34.0,-118.45,4.575,1
36.19,-118.37,3.125,0
37.54,-120.82,6.1324,4
37.95,-121.27,1.8261,3
37.99,-122.34,2.6167,3
37.25,-121.87,3.7844,3
36.52,-119.73,2.5921,0
34.09,-118.14,2.7483,5
37.26,-121.86,5.5121,4
34.21,-119.05,3.0119,5
37.53,-122.34,7.3081,4
38.81,-122.55,3.8831,3
34.05,-117.64,3.0057,5
40.55,-122.37,2.6705,3
38.37,-122.71,5.6018,4
38.61,-121.35,2.5511,3
34.17,-118.12,3.7159,5
38.27,-122.65,5.1391,4
32.72,-117.03,3.5938,5
33.94,-118.21,2.1903,5
34.22,-118.35,3.025,5
34.16,-118.29,3.2083,5
34.08,-118.28,2.6178,5
34.06,-117.88,5.9254,1
35.39,-119.02,2.0455,0
37.92,-122.29,6.0,4
34.41,-119.7,2.6607,0
36.92,-121.74,2.6506,3
32.69,-117.11,2.725,5
33.79,-117.99,3.9566,5
34.11,-118.12,5.2131,1
32.75,-117.01,3.9545,5
33.94,-117.46,3.5227,5
37.88,-122.71,4.3125,4
37.73,-122.16,2.8301,3
37.89,-121.93,7.3445,4
40.67,-124.14,4.2054,3
37.3,-122.03,5.8521,4
37.38,-122.08,3.4042,3
33.81,-118.02,5.1155,1
36.74,-119.77,1.5547,0
33.86,-118.39,5.687,1
34.22,-118.51,4.8646,1
33.92,-117.36,8.5326,2
34.13,-118.27,2.9392,5
38.15,-122.23,1.756,3
34.03,-118.5,7.8705,1
34.02,-118.15,2.3438,5
37.96,-122.36,1.5347,3
34.17,-118.27,5.5118,1
34.12,-117.89,3.9934,5
38.41,-122.07,3.4741,3
36.61,-119.43,2.4219,0
39.35,-120.24,3.4792,3
34.31,-118.46,4.2708,1
34.51,-117.32,2.8929,5
34.14,-118.85,8.1064,2
37.35,-121.93,3.1065,3
38.07,-122.18,5.3288,4
37.87,-122.28,3.5156,3
33.89,-117.58,2.3654,5
34.45,-119.73,6.7449,1
37.75,-122.16,1.8235,3
37.63,-122.08,4.0682,3
37.63,-122.05,3.2829,3
33.54,-117.71,7.3878,1
38.19,-121.09,2.4545,3
40.54,-124.35,3.0147,3
33.84,-117.97,2.8348,5
40.97,-121.89,2.225,3
33.75,-117.98,3.8158,5
34.25,-118.4,2.2019,5
32.82,-117.2,3.9464,5
34.08,-118.09,2.6901,5
33.6,-117.87,5.2949,1
37.98,-122.51,6.0762,4
34.14,-117.29,3.125,5
36.83,-119.67,5.0864,4
37.74,-122.54,4.1786,4
34.02,-118.27,1.875,5
35.78,-119.25,2.7411,0
33.78,-118.04,5.8426,1
34.66,-120.44,4.5417,0
38.0,-120.97,4.7069,4
34.2,-118.52,4.9102,1
34.19,-119.17,1.6964,5
33.03,-117.08,3.3724,5
33.57,-117.23,3.9617,5
37.63,-122.04,4.7813,4
33.95,-118.28,1.4103,5
38.66,-121.02,4.5246,4
34.07,-118.37,5.24,1
34.15,-117.66,8.5282,2
33.97,-118.41,6.1333,1
38.13,-121.19,3.7687,3
33.84,-118.13,4.2841,1
35.45,-119.03,4.3162,0
33.77,-118.16,2.9384,5
34.03,-117.66,5.752999999999999,1
33.85,-118.4,5.6017,1
32.64,-117.08,1.8672,5
34.59,-120.14,2.5743,0
33.81,-118.0,4.1276,1
37.71,-122.46,4.0,3
34.14,-118.19,4.3359,1
38.39,-120.62,2.7399,3
33.83,-118.39,5.6370000000000005,1
33.82,-117.96,3.7917,5
37.78,-119.08,2.7656,0
33.21,-117.24,2.1293,5
37.76,-122.47,3.2679,3
38.09,-121.26,2.0625,3
32.73,-117.13,5.454,1
34.07,-118.3,2.3375,5
38.32,-122.32,4.0878,3
37.54,-122.0,5.1616,4
32.9,-117.15,4.2008,1
36.8,-119.77,2.7222,0
37.91,-122.54,5.6302,4
33.99,-118.24,2.4107,5
33.73,-118.29,2.5759,5
37.92,-121.29,3.1053,3
36.05,-119.27,2.2917,0
34.14,-118.19,5.2962,1
37.03,-121.58,3.5551,3
33.76,-118.12,3.7813,5
40.82,-121.41,2.3393,3
34.02,-118.16,1.9688,5
37.97,-122.3,3.6393,3
34.16,-118.35,5.636,1
34.11,-117.29,1.1687,5
34.31,-119.17,5.2681,1
32.74,-116.35,1.7137,5
37.57,-121.87,7.0691,4
38.57,-121.42,3.7731,3
33.04,-117.26,6.6319,1
37.8,-122.44,4.5523,4
33.92,-118.13,4.1786,1
33.89,-118.21,4.3646,1
34.08,-117.9,5.212000000000001,1
32.75,-117.13,3.0,5
33.57,-117.66,5.5545,1
34.0,-118.3,1.6875,5
37.87,-122.53,7.9977,4
36.05,-119.0,1.5506,0
34.1,-118.26,3.6579,5
37.37,-121.83,4.25,4
37.42,-122.11,6.4949,4
38.31,-122.27,2.9054,3
38.92,-121.14,4.6771,4
33.96,-118.12,4.8523,1
37.53,-122.33,4.0417,3
39.23,-121.02,1.4241,3
34.55,-114.94,1.625,5
33.76,-117.84,4.3698,1
38.64,-121.46,1.6607,3
32.74,-117.08,3.5078,5
36.6,-119.45,1.8975,0
32.74,-117.1,1.6102,5
37.86,-122.09,7.6202,4
40.52,-122.33,3.5081,3
36.72,-119.57,3.6161,0
34.07,-118.41,15.0001,2
34.13,-116.27,3.7292,5
34.03,-118.32,3.1731,5
34.18,-118.59,4.2009,1
33.94,-117.98,4.0985,1
33.91,-118.22,1.5161,5
34.21,-118.38,3.0833,5
37.22,-121.93,9.3834,2
37.8,-122.42,3.3643,3
33.7,-117.89,3.2386,5
37.68,-120.99,2.2336,3
33.82,-117.94,5.0764,1
37.33,-121.76,5.6306,4
32.8,-117.0,4.5662,1
32.61,-116.79,3.5227,5
33.93,-118.35,1.7344,5
37.37,-121.9,1.0938,3
34.01,-118.28,1.2175,5
33.97,-118.41,4.6176,1
34.12,-117.88,4.0938,1
34.14,-118.06,8.4889,2
37.98,-122.57,4.625,4
33.8,-118.3,3.1392,5
37.58,-122.35,3.3469,3
33.82,-118.21,4.9562,1
37.32,-121.87,2.7031,3
34.03,-118.24,1.8333,5
34.2,-118.44,2.9219,5
34.6,-120.12,5.5106,1
34.08,-118.03,2.4464,5
40.19,-121.08,1.6944,3
37.72,-122.48,4.1116,3
33.83,-118.22,3.7083,5
34.28,-119.21,5.7601,1
37.8,-122.44,5.2539,4
34.04,-117.49,4.1775,1
33.92,-118.2,3.6719,5
33.73,-117.86,3.775,5
38.36,-121.98,4.163,3
38.52,-121.47,1.8205,3
33.9,-117.49,3.6071,5
38.21,-122.33,4.625,4
33.84,-118.0,2.8169,5
37.96,-122.54,4.3083,4
36.81,-119.67,4.9432,4
35.36,-119.07,4.6705,1
33.97,-118.05,3.6,5
34.08,-117.66,3.3036,5
37.96,-121.24,1.9187,3
34.02,-118.18,2.625,5
39.81,-123.24,1.7788,3
38.25,-122.62,4.0962,3
36.16,-120.1,2.3295,0
33.88,-118.31,2.4219,5
37.75,-122.47,5.482,4
38.65,-121.43,3.1696,3
37.35,-121.81,4.4671,4
34.06,-118.25,5.3081,1
34.06,-117.69,2.7986,5
33.85,-118.06,6.0142,1
37.73,-122.49,6.2642,4
37.37,-122.01,7.2165,4
36.67,-121.7,3.3456,3
38.91,-121.06,2.5373,3
33.95,-118.09,3.5583,5
33.54,-117.71,10.4415,2
34.06,-117.76,2.227,5
39.77,-121.6,2.3403,3
37.73,-122.45,3.2448,3
33.99,-118.19,2.4596,5
34.22,-119.17,4.1949,1
34.16,-118.16,6.07,1
37.59,-122.4,6.2306,4
33.8,-116.49,3.7396,5
37.0,-121.56,2.5387,3
38.06,-122.23,3.125,3
39.08,-120.98,3.0403,3
34.02,-118.47,2.7254,5
33.81,-118.09,5.0795,1
33.81,-116.43,3.5223,5
37.36,-121.92,3.1563,3
33.72,-116.33,7.4382,1
34.2,-118.51,4.0924,1
34.12,-118.07,4.2312,1
33.86,-118.07,3.7091,5
34.09,-117.95,2.8510000000000004,5
38.97,-122.7,3.2375,3
37.86,-122.28,2.5652,3
37.89,-122.1,5.2079,4
37.76,-122.44,3.9079,3
37.33,-120.74,2.1484,0
33.91,-118.32,3.6654,5
33.78,-117.78,10.1714,2
32.91,-117.11,7.5992,1
32.68,-117.04,4.0,5
34.2,-118.23,5.3925,1
37.93,-122.35,1.7865,3
34.08,-118.39,3.067,5
34.19,-118.8,8.6499,2
38.56,-121.45,4.0417,3
37.77,-122.42,2.7794,3
37.55,-122.26,4.7045,4
33.84,-118.15,3.75,5
33.85,-118.03,3.9156,5
37.56,-121.97,4.8052,4
37.78,-122.28,2.5139,3
33.66,-117.89,4.1372,1
33.78,-118.42,8.0957,2
37.73,-122.41,3.4231,3
32.7,-117.08,3.1786,5
34.0,-118.25,1.7237,5
37.74,-120.94,2.3469,3
40.15,-122.23,1.787,3
38.61,-120.44,3.5192,3
38.61,-121.28,2.7356,3
34.09,-118.18,3.3785,5
34.17,-119.17,3.5867,5
36.77,-119.81,3.4265,0
33.91,-118.11,3.8824,5
37.65,-121.77,7.3588,4
38.52,-122.85,3.6583,3
38.46,-122.58,3.3981,3
34.01,-118.42,4.7083,1
37.39,-122.08,2.8438,3
38.72,-121.3,2.2813,3
40.68,-122.36,2.0391,3
37.82,-122.22,11.8603,2
32.75,-117.11,1.6896,5
33.94,-118.32,4.0,5
33.79,-118.13,4.375,1
37.6,-122.06,5.8704,4
38.03,-121.35,4.1739,3
37.35,-121.86,2.8,3
